Site,Region,Period,Number,SiteCode,SiteName,FieldSite Region,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,Architecture,TerraceConfidence,TerraceExtent,Sherd,SherdMed,SherdMin,SherdMax,Rubble,RubbleMed,RubbleMin,RubbleMax,Population,PopMin,PopMax,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,OccSeqLoc,SubOc1,SubOc2,PdDupSite,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum,
CH-AZ-52,CH,AZ,52,1001052,,,,72-1,Jeffrey Parsons,"Iztacclhuatl, Popocatepetl Ozalid (1:25000)",2111.51,527.09,2540,2540,0,0,1,Amecameca,Deep (100+ cm),Deep (100+ cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,1120,0.1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,52,A,A,0,4,,2112,527,2111510,527090,236,
CH-AZ-53,CH,AZ,53,1001053,,,,72-1,Jeffrey Parsons,"Iztacclhuatl, Popocatepetl Ozalid (1:25000)",2111.19,527.09,2550,2550,0,0,1,Amecameca,Deep (100+ cm),Deep (100+ cm),,,Moderate-slight,,Slight,Moderate,Agricultural,None or Unspecified,1120,0.1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,53,A,A,0,4,,2111,527,2111190,527090,237,
CH-AZ-54,CH,AZ,54,1001054,,,,72-1,Jeffrey Parsons,"Iztacclhuatl, Popocatepetl Ozalid (1:25000)",2110.46,527.14,2570,2570,0,0,1,Amecameca,Medium,Medium,,,Moderate,Moderate,,,Agricultural,Moderate (determination of boundaries problematic),1110,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,54,A,A,0,4,,2110,527,2110460,527140,238,
CH-AZ-55,CH,AZ,55,1001055,,,,72-1,Earl Prahl,"Iztacclhuatl, Popocatepetl Ozalid (1:25000)",2110.46,526.44,2540,2540,0,0,1,Amecameca,Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1100,0.9,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,55,A,A,0,4,,2110,526,2110460,526440,239,
CH-AZ-56,CH,AZ,56,1001056,,,,72-1,Jeffrey Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2109.04,525.7,2500,2500,0,0,1,Amecameca,Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1100,0.1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,56,A,A,0,4,,2109,526,2109040,525700,240,
CH-AZ-57,CH,AZ,57,1001057,,Amecameca,Late Formative,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2107.88,524.72,2440,2440,0,0,1,Amecameca,Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1110,0.9,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,1,0,0,0,,0,0,0,0,0,1,1,57,B,B,0,4,,2108,525,2107880,524720,241,
CH-AZ-58,CH,AZ,58,1001058,,,,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2111.04,523.78,2470,2470,0,0,1,Amecameca,Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,None or Unspecified,1070,0.8,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,58,A,A,0,4,,2111,524,2111040,523780,242,
CH-AZ-59,CH,AZ,59,1001059,,Amecameca,Aztec,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2108.86,520.53,2520,0,2510,2530,17,"Upper piedmont, Rugged terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1060,2.9,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,59,A,A,0,4,,2109,521,2108860,520530,243,
CH-AZ-60,CH,AZ,60,1001060,,Amecameca,Aztec,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2108.41,520.62,2480,2480,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1060,1.2,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,1,0,0,0,,0,0,0,0,0,1,1,60,B,B,0,4,,2108,521,2108410,520620,245,
CH-AZ-61,CH,AZ,61,1001061,,Amecameca,Late Formative,72-1,Robert Wenke,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2107.83,519.18,2440,2440,0,0,14,"Lower piedmont, Rugged Terrain",Deep (100+ cm),Deep (100+ cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,1060,0.4,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,1,0,0,0,,0,0,0,0,0,1,1,61,B,B,0,4,,2108,519,2107830,519180,246,
CH-AZ-62,CH,AZ,62,1001062,,Amecameca,Aztec,72-1,Robert Wenke,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2107.86,517.35,2480,2480,0,0,14,"Lower piedmont, Rugged Terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate,Moderate,,,Grazing and Agriculture,None or Unspecified,1060,0.1,0,0,0,0,0,,FALSE,Definite,,,,,,,,,Substantial,10,5,10,AD,12,Questionable,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,62,A,A,0,4,,2108,517,2107860,517350,247,
CH-AZ-63,CH,AZ,63,1001063,,Amecameca,Aztec,72-1,Robert Wenke,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2107.61,516.25,2500,2500,0,0,17,"Upper piedmont, Rugged terrain",Deep (100+ cm),Deep (100+ cm),,,Slight,Slight,,,Agricultural,None or Unspecified,1040,1,2,0,0,2,2,340,TRUE,,,Light,Light-moderate,,,,,,,20,10,20,HC,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,63,A,A,0,4,,2108,516,2107610,516250,248,
CH-AZ-64,CH,AZ,64,1001064,,Amecameca,Aztec,72-1,Robert Wenke,"Chalco, Mixquic, Juchitepec Ozalid (1:25000)",2107.83,512.63,2550,2550,0,0,17,"Upper piedmont, Rugged terrain",Medium,Medium,,,Moderate,Moderate,,,Grazing and Agriculture,None or Unspecified,1050,1.1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,64,A,A,0,4,,2108,513,2107830,512630,249,
CH-AZ-65,CH,AZ,65,1001065,,Amecameca,Aztec,72-1,Robert Wenke,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2110.58,514.62,2700,2700,0,0,17,"Upper piedmont, Rugged terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Grazing and Agriculture,None or Unspecified,1000,0.3,0,0,0,0,0,,FALSE,,Trace,,,,,,,Unspecified,Unspecified,0,0,0,AD,1,Isolated ceremonial site,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,65,A,A,0,4,,2111,515,2110580,514620,250,
CH-AZ-66,CH,AZ,66,1001066,,Amecameca,Aztec,72-1,Robert Wenke,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2112.01,515.4,2500,2500,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,960,4.1,0,0,0,0,0,,FALSE,,,,,,,,,,,100,50,100,AD,6,Large hamlet,,3,0,0,1,1,0,0,,0,0,0,0,1,1,2,66,B,B,0,4,,2112,515,2112010,515400,251,
CH-AZ-67,CH,AZ,67,1001067,,Amecameca,Aztec,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2112.46,519.4,2480,2480,0,0,14,"Lower piedmont, Rugged Terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1010,0.7,3,3,0,3,3,834,TRUE,,,,,,,,,,,30,15,30,HC,12,Questionable,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,67,A,A,0,4,,2112,519,2112460,519400,252,
CH-AZ-68,CH,AZ,68,1001068,,Amecameca,Terminal Formative,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.56,519.12,2450,2450,0,0,14,"Lower piedmont, Rugged Terrain",Very shallow,,Fully eroded,Shallow (1-25 cm),Deep,Deep,,,Agricultural,None or Unspecified,990,0.8,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,1,0,0,,0,0,0,0,0,1,1,68,B,B,0,4,,2114,519,2113560,519120,253,
CH-AZ-69,CH,AZ,69,1001069,,,,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.06,520.9,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1010,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,3,3,0,0,0,0,2,1,,1,0,0,0,1,1,2,69,B,B,0,4,,2115,521,2115060,520900,254,
CH-AZ-70,CH,AZ,70,1001070,,Amecameca,Aztec,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2116.33,520.43,2450,2450,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,1000,0.4,0,0,0,0,0,,FALSE,,,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,70,A,A,0,4,,2116,520,2116330,520430,256,
CH-AZ-71,CH,AZ,71,1001071,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2117.04,519.15,2540,2540,0,0,18,"Upper piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,950,0.6,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,71,A,A,0,4,,2117,519,2117040,519150,257,
CH-AZ-72,CH,AZ,72,1001072,,Amecameca,Late Formative,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.96,519,2430,2430,0,0,15,"Lower piedmont, Smooth terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate-slight,,Slight,Moderate,Agricultural,None or Unspecified,960,1.1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,15,10,15,AD,2,Small hamlet or temporary camp,,2,0,0,1,0,0,0,,0,0,0,0,0,1,1,72,B,B,0,4,,2115,519,2114960,519000,258,
CH-AZ-81,CH,AZ,81,1001081,,Amecameca,Terminal Formative,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.46,518.32,2400,2400,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,950,0.7,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,1,0,0,,0,0,0,0,1,1,1,72,B,B,0,4,,2115,518,2115460,518320,268,
CH-AZ-73,CH,AZ,73,1001073,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2112.81,518,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate-slight,,Slight,Moderate,Agricultural,None or Unspecified,990,0.5,1,0,0,1,1,225,TRUE,,Trace,,,,,,,,Substantial,10,5,10,HC,2,Small hamlet or temporary camp,1,2,0,0,0,0,1,1,,0,0,0,0,0,1,1,73,B,B,0,4,,2113,518,2112810,518000,259,
CH-AZ-74,CH,AZ,74,1001074,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.31,516.29,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Grazing,None or Unspecified,940,1.5,1,0,0,1,1,228,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,HC,2,Small hamlet or temporary camp,3,3,0,0,0,0,2,1,,1,0,0,0,1,1,2,74,B,B,0,4,,2113,516,2113310,516290,260,
CH-AZ-75,CH,AZ,75,1001075,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2113.66,515.7,2450,2450,0,0,14,"Lower piedmont, Rugged Terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,930,0.7,0,0,0,0,0,,FALSE,,,,,Light,Light,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,75,A,A,0,4,,2114,516,2113660,515700,261,
CH-AZ-76,CH,AZ,76,1001076,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.01,516.07,2435,0,2430,2440,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Grazing,None or Unspecified,930,8.5,1,0,0,1,1,400,FALSE,,Trace,,,,,,,,,90,45,90,AD,6,Large hamlet,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,76,A,A,0,4,,2114,516,2114010,516070,262,
CH-AZ-77,CH,AZ,77,1001077,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.46,516.85,2430,2430,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,920,0.6,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,77,A,A,0,4,,2114,517,2114460,516850,263,
CH-AZ-78,CH,AZ,78,1001078,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.88,517,2450,2450,0,0,13,"Lower piedmont, Isolated hill",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,930,1.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,15,10,15,AD,2,Small hamlet or temporary camp,3,2,0,0,0,1,2,1,,1,0,0,0,0,1,3,78,B,B,0,4,,2115,517,2114880,517000,264,
CH-AZ-79,CH,AZ,79,1001079,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.11,518.5,2420,2420,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,None,None or Unspecified,920,0.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,3,3,0,0,0,0,2,1,,1,0,0,0,1,1,2,79,B,B,0,4,,2115,518,2115110,518500,265,
CH-AZ-80,CH,AZ,80,1001080,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.46,517.28,2410,2410,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,920,0.6,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,80,A,A,0,4,,2115,517,2115460,517280,267,
CH-AZ-82,CH,AZ,82,1001082,,Amecameca,Late Toltec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.96,517.9,2415,0,2400,2430,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,930,1.5,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,1,0,1,1,1,82,B,B,0,4,,2116,518,2115960,517900,269,
CH-AZ-83,CH,AZ,83,1001083,,Amecameca,Late Formative,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2116.13,518.15,2450,2450,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,930,0.7,0,0,0,0,0,,FALSE,,,Very light,Light,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,1,0,0,0,,0,1,0,0,0,1,2,82,B,B,0,4,,2116,518,2116130,518150,270,
CH-AZ-84,CH,AZ,84,1001084,,,,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2116.51,518.28,2480,2480,0,0,15,"Lower piedmont, Smooth terrain",Shallow-medium,,Shallow (1-25 cm),Medium,Moderate-deep,,Moderate,Deep,Grazing and Agriculture,None or Unspecified,930,0.3,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,84,A,A,0,4,,2117,518,2116510,518280,271,
CH-AZ-85,CH,AZ,85,1001085,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.83,516.6,2445,0,2440,2450,13,"Lower piedmont, Isolated hill",Very shallow,,Fully eroded,Shallow (1-25 cm),Deep,Deep,,,Grazing and Agriculture,None or Unspecified,920,2,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,85,A,A,0,4,,2115,517,2114830,516600,272,
CH-AZ-86,CH,AZ,86,1001086,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.91,516.05,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Medium-deep,,Medium,Deep (100+ cm),Moderate-slight,,Slight,Moderate,Agricultural,None or Unspecified,910,7,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,80,40,80,AD,6,Large hamlet,,3,0,0,1,1,0,0,,0,0,0,0,1,1,2,86,B,B,0,4,,2115,516,2114910,516050,273,
CH-AZ-87,CH,AZ,87,1001087,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2114.21,515.4,2440,2440,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate-deep,,Moderate,Deep,Grazing,None or Unspecified,900,0.7,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,1,3,0,0,0,0,1,1,,0,0,0,0,1,1,1,87,B,B,0,4,,2114,515,2114210,515400,274,
CH-AZ-88,CH,AZ,88,1001088,,Amecameca,Classic,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2115.41,515.82,2430,2430,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Agricultural,None or Unspecified,875,0.4,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,1,0,0,0,1,1,1,,0,0,0,0,1,0,2,88,B,B,0,4,,2115,516,2115410,515820,275,
CH-AZ-89,CH,AZ,89,1001089,,,,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2117.04,517.07,2450,2450,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,900,0.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,89,A,A,0,4,,2117,517,2117040,517070,276,
CH-AZ-90,CH,AZ,90,1001090,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2117.46,517.78,2525,0,2500,2550,18,"Upper piedmont, Smooth terrain",Very shallow,,Fully eroded,Shallow (1-25 cm),Deep,Deep,,,None,None or Unspecified,900,26.7,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,540,270,540,AD,7,Large dispersed village,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,90,A,A,0,4,,2117,518,2117460,517780,278,
CH-AZ-91,CH,AZ,91,1001091,,,,72-1,Earl Prahl,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2118.83,518.15,2550,2550,0,0,18,"Upper piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate,Moderate,,,Grazing,None or Unspecified,910,5.7,0,0,0,0,0,,FALSE,Definite,,,,,,,,,,40,20,40,AD,6,Large hamlet,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,91,A,A,0,4,,2119,518,2118830,518150,279,
CH-AZ-92,CH,AZ,92,1001092,,,,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2119.58,517.05,2495,0,2480,2510,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing and Agriculture,None or Unspecified,850,1,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,92,A,A,0,4,,2120,517,2119580,517050,280,
CH-AZ-93,CH,AZ,93,1001093,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2118.31,517.03,2475,0,2420,2530,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate-deep,,Moderate,Deep,Agricultural,None or Unspecified,875,19.1,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,300,150,300,AD,3,Small dispersed village,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,93,A,A,0,4,,2118,517,2118310,517030,281,
CH-AZ-94,CH,AZ,94,1001094,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2117.91,516.3,2430,0,2400,2460,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Agricultural,None or Unspecified,860,41.8,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,840,420,840,AD,7,Large dispersed village,,3,0,0,1,1,0,0,,0,0,0,0,1,1,2,94,B,B,0,4,,2118,516,2117910,516300,282,
CH-AZ-95,CH,AZ,95,1001095,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2118.83,516.53,2450,2450,0,0,15,"Lower piedmont, Smooth terrain",Very shallow,,Fully eroded,Shallow (1-25 cm),Deep,Deep,,,Grazing,None or Unspecified,860,1.8,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,20,10,20,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,95,A,A,0,4,,2119,517,2118830,516530,283,
CH-AZ-96,CH,AZ,96,1001096,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2119.58,516.37,2430,2430,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Deep,Deep,,,Grazing,None or Unspecified,850,0.9,0,0,0,0,0,,FALSE,,,,,,,,,,,30,15,30,AD,6,Large hamlet,,1,0,0,0,0,0,0,,0,0,0,0,1,0,0,96,A,A,0,4,,2120,516,2119580,516370,284,
CH-AZ-97,CH,AZ,97,1001097,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2118.96,516.1,2405,0,2400,2410,15,"Lower piedmont, Smooth terrain",Very shallow,,Fully eroded,Shallow (1-25 cm),Deep,Deep,,,Agricultural,None or Unspecified,850,6,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,,100,50,100,AD,6,Large hamlet,,3,0,0,0,0,0,0,,0,0,0,0,1,1,0,97,A,A,0,4,,2119,516,2118960,516100,285,
CH-AZ-98,CH,AZ,98,1001098,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2119.26,515.62,2360,2360,0,0,15,"Lower piedmont, Smooth terrain",Shallow (1-25 cm),Shallow (1-25 cm),,,Moderate-deep,,Moderate,Deep,Agricultural,None or Unspecified,830,2.5,0,0,0,0,0,,FALSE,,Trace,,,,,,,,,30,15,30,AD,6,Large hamlet,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,98,A,A,0,4,,2119,516,2119260,515620,286,
CH-AZ-99,CH,AZ,99,1001099,,Amecameca,Aztec,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2118.58,515.37,2370,2370,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate,Moderate,,,Agricultural,None or Unspecified,810,1.2,0,0,0,0,0,,FALSE,,Trace,,,,,,,,Substantial,10,5,10,AD,2,Small hamlet or temporary camp,,2,0,0,0,0,0,0,,0,0,0,0,0,1,0,99,A,A,0,4,,2119,515,2118580,515370,287,
CH-AZ-100,CH,AZ,100,1001100,,Amecameca,Formative,72-1,Mary Parsons,"Huexocl, Tlalmanalco, Ozumba Ozalid (1:25000)",2117.16,515.53,2380,2380,0,0,15,"Lower piedmont, Smooth terrain",Medium,Medium,,,Moderate-slight,,Slight,Moderate,Agricultural,Moderate (determination of boundaries problematic),850,1.2,0,0,0,0,0,,FALSE,,,Light,Light-moderate,,,,,,Substantial,10,5,10,AD,12,Questionable,,2,0,0,1,0,0,0,,0,0,0,0,0,1,1,100,B,B,0,4,,2117,516,2117160,515530,3,
